"Feature_name"	"OTU"	"sample"	"abundance"	"run"	"barcode"	"database"	"Relative_IDs"	"IDs"
"18cdbe3d2881d7e32eb3525a5fcf89ed"	"Eukaryota_environmental samples_uncultured eukaryote"	"239_Barg"	28	"RUN2"	"134"	"SILVA"	"Eukaryota(91.31);environmental samples(91.31);uncultured eukaryote(91.31);"	"Eukaryota	environmental samples	uncultured eukaryote"
"14372487706b93295db8c6143188a130"	"Eukaryota_environmental samples_uncultured eukaryote"	"240_Chun"	6239	"RUN2"	"134"	"SILVA"	"Eukaryota(91.31);environmental samples(91.31);uncultured eukaryote(91.31);"	"Eukaryota	environmental samples	uncultured eukaryote"
"566e945710939d2b0d54824bef3ac0c9"	"Eukaryota_environmental samples_uncultured eukaryote"	"240_Chun"	37	"RUN2"	"134"	"SILVA"	"Eukaryota(90.72);environmental samples(90.72);uncultured eukaryote(90.72);"	"Eukaryota	environmental samples	uncultured eukaryote"
"dc07cc242b32fed04b85e921a1da580e"	"Eukaryota_environmental samples_uncultured eukaryote"	"240_Chun"	5368	"RUN2"	"134"	"SILVA"	"Eukaryota(90.46);environmental samples(90.46);uncultured eukaryote(90.46);"	"Eukaryota	environmental samples	uncultured eukaryote"
"b92dd5d08afc1fcfc6b9c98b8ceafca0"	"Eukaryota"	"240_Chun"	11738	"RUN2"	"134"	"SILVA"	"Eukaryota(90.20);Metazoa(36.44);Cnidaria(36.44);Hydrozoa(36.44);Hydroidolina(36.44);Siphonophorae(36.44);Physonectae(36.44);Pyrostephidae(36.44);Bargmannia(36.44);Bargmannia amoena(18.26);"	"Eukaryota"
"90a9cff5a981b03c9fb38d8cac92466c"	"Eukaryota"	"240_Chun"	10844	"RUN2"	"134"	"SILVA"	"Eukaryota(90.20);Metazoa(36.44);Cnidaria(36.44);Hydrozoa(36.44);Hydroidolina(36.44);Siphonophorae(36.44);Physonectae(36.44);Pyrostephidae(36.44);Bargmannia(36.44);Bargmannia amoena(18.26);"	"Eukaryota"
"14372487706b93295db8c6143188a130"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"179_Lych"	9625	"RUN2"	"134"	"Custom"	"Eukaryota(91.31);environmental samples(91.31);uncultured eukaryote(91.31);"	"Eukaryota	environmental samples	uncultured eukaryote"
"b2c19d3a0d856fda04b8e923c52067c3"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"179_Lych"	9540	"RUN2"	"134"	"Custom"	"Eukaryota(91.31);environmental samples(91.31);uncultured eukaryote(91.31);"	"Eukaryota	environmental samples	uncultured eukaryote"
"14372487706b93295db8c6143188a130"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"180_Reso"	9992	"RUN2"	"134"	"Custom"	"Eukaryota(91.31);environmental samples(91.31);uncultured eukaryote(91.31);"	"Eukaryota	environmental samples	uncultured eukaryote"
"dcabc2b908afa5fc7e5d447d608b611a"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"180_Reso"	6842	"RUN2"	"134"	"Custom"	"Eukaryota(91.31);Metazoa(18.26);Cnidaria(18.26);Hydrozoa(18.26);Hydroidolina(18.26);Siphonophorae(18.26);Calycophorae(18.26);Prayidae(18.26);Nectopyramis(18.26);Nectopyramis sp. AGC-2001(18.26);"	"Eukaryota"
"81acadabe8d88739617ead6b0fc1d65e"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"180_Reso"	1384	"RUN2"	"134"	"Custom"	"Eukaryota(90.02);Metazoa(18.00);Cnidaria(18.00);Hydrozoa(18.00);Hydroidolina(18.00);Siphonophorae(18.00);Calycophorae(18.00);Prayidae(18.00);Nectopyramis(18.00);Nectopyramis sp. AGC-2001(18.00);"	"Eukaryota"
"1704627c44a45c28c311ae647e3461f3"	"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp"	"180_Reso"	10	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Annelida(85.91);Polychaeta(85.91);Palpata(85.91);Aciculata(85.91);Tomopteris(85.91);Tomopteris sp(85.91);"	"Eukaryota;Annelida;Polychaeta;Palpata;Aciculata;Tomopteris;Tomopteris sp;"
"14372487706b93295db8c6143188a130"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"184_Barg"	13239	"RUN2"	"134"	"Custom"	"Eukaryota(91.31);environmental samples(91.31);uncultured eukaryote(91.31);"	"Eukaryota	environmental samples	uncultured eukaryote"
"f34349a41f6aa4df2ecd79ecc0acb0e0"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"184_Barg"	13299	"RUN2"	"134"	"Custom"	"Eukaryota(90.47);Metazoa(36.44);Cnidaria(36.44);Hydrozoa(36.44);Hydroidolina(36.44);Siphonophorae(36.44);Physonectae(36.44);Pyrostephidae(36.44);Bargmannia(36.44);Bargmannia elongata(18.26);"	"Eukaryota"
"b92dd5d08afc1fcfc6b9c98b8ceafca0"	"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae"	"184_Barg"	4	"RUN2"	"134"	"Custom"	"Eukaryota(90.20);Metazoa(36.44);Cnidaria(36.44);Hydrozoa(36.44);Hydroidolina(36.44);Siphonophorae(36.44);Physonectae(36.44);Pyrostephidae(36.44);Bargmannia(36.44);Bargmannia amoena(18.26);"	"Eukaryota"
"ec5891f152ef8b2c9933327d3c578280"	"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp"	"184_Barg"	1879	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Annelida(85.91);Polychaeta(85.91);Palpata(85.91);Aciculata(85.91);Tomopteris(85.91);Tomopteris sp(85.91);"	"Eukaryota;Annelida;Polychaeta;Palpata;Aciculata;Tomopteris;Tomopteris sp;"
"3a354a2bdc69c0b2510ffccc0b64c651"	"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp"	"184_Barg"	2026	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Annelida(85.91);Polychaeta(85.91);Palpata(85.91);Aciculata(85.91);Tomopteris(85.91);Tomopteris sp(85.91);"	"Eukaryota;Annelida;Polychaeta;Palpata;Aciculata;Tomopteris;Tomopteris sp;"
"f310300b073065f8b6aa4babc7e1778a"	"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales"	"184_Barg"	304	"RUN2"	"134"	"Custom"	"Eukaryota(89.27);environmental samples(18.25);uncultured eukaryote(18.25);"	"Eukaryota"
"1fccfabbe384722adabdb9d9b0e237f7"	"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales"	"184_Barg"	191	"RUN2"	"134"	"Custom"	"Eukaryota(89.27);environmental samples(18.25);uncultured eukaryote(18.25);"	"Eukaryota"
